
L25,IO_L2N_T0L_N3_70,I/O,BANK_70
M23,IO_L6P_T0U_N10_AD6P_70,I/O,BANK_70
M25,IO_L2P_T0L_N2_70,I/O,BANK_70
M26,IO_T0U_N12_VRP_70,I/O,BANK_70
N23,IO_L5N_T0U_N9_AD14N_70,I/O,BANK_70
N24,IO_L3P_T0L_N4_AD15P_70,I/O,BANK_70
N25,IO_L3N_T0L_N5_AD15N_70,I/O,BANK_70
N26,IO_L1N_T0L_N1_DBC_70,I/O,BANK_70
P23,IO_L5P_T0U_N8_AD14P_70,I/O,BANK_70
P24,VREF_70,Power,BANK_70
P26,IO_L1P_T0L_N0_DBC_70,I/O,BANK_70
A19,IO_L21N_T3L_N5_AD8N_71,I/O,BANK_71
A20,IO_L21P_T3L_N4_AD8P_71,I/O,BANK_71
A22,IO_L23N_T3U_N9_71,I/O,BANK_71
A23,IO_L24N_T3U_N11_71,I/O,BANK_71
B20,IO_L20N_T3L_N3_AD1N_71,I/O,BANK_71
B21,IO_L22N_T3U_N7_DBC_AD0N_71,I/O,BANK_71
B22,IO_L23P_T3U_N8_71,I/O,BANK_71
B23,IO_L24P_T3U_N10_71,I/O,BANK_71
C19,IO_L19N_T3L_N1_DBC_AD9N_71,I/O,BANK_71
C20,IO_L20P_T3L_N2_AD1P_71,I/O,BANK_71
C21,IO_L22P_T3U_N6_DBC_AD0P_71,I/O,BANK_71
C22,VCCO_71,Power,BANK_71
C23,IO_T3U_N12_71,I/O,BANK_71
D19,IO_L19P_T3L_N0_DBC_AD9P_71,I/O,BANK_71
D21,IO_L17N_T2U_N9_AD10N_71,I/O,BANK_71
D22,IO_L18N_T2U_N11_AD2N_71,I/O,BANK_71
D23,IO_T2U_N12_71,I/O,BANK_71
E19,IO_L15N_T2L_N5_AD11N_71,I/O,BANK_71
E20,IO_L16N_T2U_N7_QBC_AD3N_71,I/O,BANK_71
E21,IO_L17P_T2U_N8_AD10P_71,I/O,BANK_71
E22,IO_L18P_T2U_N10_AD2P_71,I/O,BANK_71
F19,IO_L15P_T2L_N4_AD11P_71,I/O,BANK_71
F20,IO_L16P_T2U_N6_QBC_AD3P_71,I/O,BANK_71
F21,VCCO_71,Power,BANK_71
F22,IO_L14N_T2L_N3_GC_71,I/O,BANK_71
F23,IO_L14P_T2L_N2_GC_71,I/O,BANK_71
G20,IO_L12N_T1U_N11_GC_71,I/O,BANK_71
G21,IO_L13N_T2L_N1_GC_QBC_71,I/O,BANK_71
G22,IO_L13P_T2L_N0_GC_QBC_71,I/O,BANK_71
H19,IO_L11N_T1U_N9_GC_71,I/O,BANK_71
